ID	ID_rekl	LiczbaFiksacji	CzasFiksacji	CzasNaAOI	PLEC	WIEK4	pismo	tematyka	rodzaj	wielkosc	branza	ADReach	ADExp	ADExpTime	Zauważalność		
ID0199000002081	6974	17	773,6470588	13152	2	4	skobie	kobiece poradniki/hobbystyczne	edytorial	Full Page	Kosmetyki	2	31	24	81,81818182		
ID0199000002081	6975	6	470,6666667	2824	2	4	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	10,9	5,1	90		
ID0199000002081	6977	1	461	461	2	4	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	1,8	0,8	100		
ID0199000002081	6978	1	692	692	2	4	skobie	kobiece poradniki/hobbystyczne	edytorial	1/2 Page	Zdrowie	2	1,8	1,3	62,5		
ID0199000002081	6982	1	327	327	2	4	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kultura i rozrywka	2	1,8	0,6	77,77777778		
ID0199000002081	8374	3	426,6666667	1280	2	4	skobie	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Obuwie i odzież	2	5,5	2,3	75		
ID0199000002081	8377	3	863,3333333	2590	2	4	skobie	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Kultura i rozrywka	2	5,5	4,7	75		
ID0199000002081	6992	4	398,5	1594	2	4	skobie	kobiece poradniki/hobbystyczne	edytorial	Full Page	Zdrowie	2	7,3	2,9	71,42857143		
ID0199000002081	6993	1	421	421	2	4	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	1,8	0,8	66,66666667		
ID0199000002081	6995	2	356,5	713	2	4	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	3,6	1,3	71,42857143		
ID0199000002081	6996	3	504,3333333	1513	2	4	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Wnętrze	2	5,5	2,8	44,44444444		
ID0199000002081	7000	1	569	569	2	4	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Sieci handlowe	2	1,8	1	50		
ID0199000002081	7001	3	602	1806	2	4	skobie	kobiece poradniki/hobbystyczne	edytorial	Full Page	Żywność	2	5,5	3,3	83,33333333		
ID0199000002081	7002	1	499	499	2	4	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	2	1,8	0,9	66,66666667		
ID0199000002081	7003	1	451	451	2	4	skobie	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Zdrowie	2	1,8	0,8	37,5		
ID0199000002081	7005	1	525	525	2	4	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	1,8	1	16,66666667		
ID0199000002081	7008	11	628,5454545	6914	2	4	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Kultura i rozrywka	2	20	12,6	66,66666667		
ID0199000002081	7012	1	1667	1667	2	4	skobie	kobiece poradniki/hobbystyczne	edytorial	Full Page	Zdrowie	2	1,8	3	100		
ID0199000002082	6963	3	541	1623	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	5,5	3	93,75		
ID0199000002082	6965	4	638,75	2555	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	7,3	4,7	80		
ID0199000002082	6966	4	676,25	2705	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	7,3	4,9	80		
ID0199000002082	6969	3	426	1278	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Kultura i rozrywka	2	5,5	2,3	75		
ID0199000002082	6970	16	611,9237791	9790,780466	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	29,2	17,8	100		
ID0199000002082	6971	20	759,6006049	15192,0121	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	36,4	27,7	100		
ID0199000002082	6974	11	706,9090909	7776	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Full Page	Kosmetyki	2	20	14,2	81,81818182		
ID0199000002082	6975	5	685,4	3427	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	9,1	6,2	90		
ID0199000002082	6982	4	607	2428	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kultura i rozrywka	2	7,3	4,4	77,77777778		
ID0199000002082	6984	1	434	434	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Mniejszy format	Fauna i flora	2	1,8	0,8	87,5		
ID0199000002082	6994	7	878,6045188	6150,231631	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Zdrowie	2	12,8	11,2	33,33333333		
ID0199000002082	6996	1	448	448	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Wnętrze	2	1,8	0,8	44,44444444		
ID0199000002082	7003	2	326,5	653	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Zdrowie	2	3,6	1,2	37,5		
ID0199000002082	7008	13	933,9061897	12140,78047	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Kultura i rozrywka	2	23,7	22,1	66,66666667		
ID0199000002082	7011	2	348	696	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Kosmetyki	2	3,6	1,3	50		
ID0199000002082	7012	5	540	2700	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Full Page	Zdrowie	2	9,1	4,9	100		
ID0199000002082	7013	6	581,5	3489	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Obuwie i odzież	2	10,9	6,4	100		
ID0199000003004	6963	4	458,75	1835	2	4	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	7,3	3,3	93,75		
ID0199000003004	6964	6	398,6666667	2392	2	4	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	10,9	4,4	92,85714286		
ID0199000003004	6965	8	593,875	4751	2	4	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	14,6	8,7	80		
ID0199000003004	6966	2	421	842	2	4	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	3,6	1,5	80		
ID0199000003040	6963	4	805,75	3223	2	2	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	7,3	5,9	93,75		
ID0199000003040	6964	3	628,6666667	1886	2	2	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	5,5	3,4	92,85714286		
ID0199000003040	6965	6	616,7967444	3700,780466	2	2	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	10,9	6,7	80		
ID0199000003044	6964	3	421	1263	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	5,5	2,3	92,85714286		
ID0199000003044	6965	5	407,8	2039	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	9,1	3,7	80		
ID0199000003044	6966	3	548,926822	1646,780466	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	5,5	3	80		
ID0199000003044	6967	1	377	377	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Wnętrze	2	1,8	0,7	81,81818182		
ID0199000003044	6968	1	793	793	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Komputery	2	1,8	1,4	90,90909091		
ID0199000003044	6970	16	604,2987791	9668,780466	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	29,2	17,6	100		
ID0199000003044	6971	8	554,875	4439	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	14,6	8,1	100		
ID0199000003044	6972	1	1144	1144	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	1,8	2,1	72,72727273		
ID0199000003044	6973	1	308	308	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Non profit	2	1,8	0,6	80		
ID0199000003044	6974	3	457,3333333	1372	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Full Page	Kosmetyki	2	5,5	2,5	81,81818182		
ID0199000004015	6963	1	471	471	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	1,8	0,9	93,75		
ID0199000004015	6964	3	323,3333333	970	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	5,5	1,8	92,85714286		
ID0199000004015	6965	2	695	1390	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	3,6	2,5	80		
ID0199000004015	6967	1	535	535	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Wnętrze	2	1,8	1	81,81818182		
ID0199000004015	6968	2	487,5	975	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Komputery	2	3,6	1,8	90,90909091		
ID0199000004015	6970	5	571,8	2859	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	9,1	5,2	100		
ID0199000004015	6971	1	652	652	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	1,8	1,2	100		
ID0199000004015	6975	1	377	377	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	1,8	0,7	90		
ID0199000004015	6977	1	374	374	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	1,8	0,7	100		
ID0199000004015	6982	2	640,5	1281	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kultura i rozrywka	2	3,6	2,3	77,77777778		
ID0199000004015	6984	1	312	312	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Mniejszy format	Fauna i flora	2	1,8	0,6	87,5		
ID0199000004015	6990	2	469,5	939	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Zdrowie	2	3,6	1,7	28,57142857		
ID0199000004015	6993	1	410	410	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	1,8	0,7	66,66666667		
ID0199000004015	6995	2	528	1056	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	3,6	1,9	71,42857143		
ID0199000004015	7000	1	518	518	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Sieci handlowe	2	1,8	0,9	50		
ID0199000004015	7001	1	325	325	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Full Page	Żywność	2	1,8	0,6	83,33333333		
ID0199000004015	7003	1	329	329	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Zdrowie	2	1,8	0,6	37,5		
ID0199000004015	7012	2	387,5	775	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Full Page	Zdrowie	2	3,6	1,4	100		
ID0199000004015	7013	15	497,2	7458	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Obuwie i odzież	2	27,3	13,6	100		
ID0199000004035	6963	21	787,0638761	16528,3414	2	1	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	38,3	30,1	93,75		
ID0199000004035	6964	19	771,2926806	14654,56093	2	1	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	34,6	26,7	92,85714286		
ID0199000004035	6965	23	746,9278869	17179,3414	2	1	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	41,9	31,3	80		
ID0199000004035	6966	23	693,2173913	15944	2	1	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	41,9	29,1	80		
ID0199000004035	6967	24	907,9542638	21790,90233	2	1	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Wnętrze	2	43,7	39,7	81,81818182		
ID0199000004045	6963	17	595,2352941	10119	2	4	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	31	18,4	93,75		
ID0199000004045	6964	7	686,5087046	4805,560932	2	4	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	12,8	8,8	92,85714286		
ID0199000004045	6965	7	516	3612	2	4	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	12,8	6,6	80		
ID0199000004045	6966	14	671,8571429	9406	2	4	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	25,5	17,1	80		
ID0199000004045	6967	15	740,2373955	11103,56093	2	4	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Wnętrze	2	27,3	20,2	81,81818182		
ID0199000004045	6968	9	575,4444444	5179	2	4	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Komputery	2	16,4	9,4	90,90909091		
ID0199000004045	6969	1	551	551	2	4	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Kultura i rozrywka	2	1,8	1	75		
ID0199000004045	6970	14	625,984319	8763,780466	2	4	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	25,5	16	100		
ID0199000004045	6971	14	798,0714286	11173	2	4	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	25,5	20,4	100		
ID0199000004045	6972	5	558,2	2791	2	4	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	9,1	5,1	72,72727273		
ID0199000004045	6973	1	345	345	2	4	skobie	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Non profit	2	1,8	0,6	80		
ID0199000004045	6974	23	722,2417797	16611,56093	2	4	skobie	kobiece poradniki/hobbystyczne	edytorial	Full Page	Kosmetyki	2	41,9	30,3	81,81818182		
ID0199000004045	6975	19	716,7605876	13618,45117	2	4	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	34,6	24,8	90		
ID0199000004045	6977	9	519,3333333	4674	2	4	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	16,4	8,5	100		
ID0199000004045	6978	23	805,5270376	18527,12186	2	4	skobie	kobiece poradniki/hobbystyczne	edytorial	1/2 Page	Zdrowie	2	41,9	33,8	62,5		
ID0199000004077	6970	3	422,3333333	1267	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	5,5	2,3	100		
ID0199000004077	6971	3	517	1551	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	5,5	2,8	100		
ID0199000004077	6974	1	368	368	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Full Page	Kosmetyki	2	1,8	0,7	81,81818182		
ID0199000004077	6977	2	496,5	993	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	3,6	1,8	100		
ID0199000004077	6988	3	1018,333333	3055	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	5,5	5,6	33,33333333		
ID0199000004077	6989	2	783	1566	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	3,6	2,9	71,42857143		
ID0199000004102	6963	1	421	421	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	1,8	0,8	93,75		
ID0199000004102	6964	1	312	312	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	1,8	0,6	92,85714286		
ID0199000004102	6965	1	413	413	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	1,8	0,8	80		
ID0199000004102	6966	2	502	1004	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	3,6	1,8	80		
ID0199000004102	6967	2	496	992	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Wnętrze	2	3,6	1,8	81,81818182		
ID0199000004102	6968	7	619,4285714	4336	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Komputery	2	12,8	7,9	90,90909091		
ID0199000004102	6970	18	617,4756073	11114,56093	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	32,8	20,3	100		
ID0199000004102	6971	16	666,9375	10671	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	29,2	19,4	100		
ID0199000004102	6972	5	561,6	2808	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	9,1	5,1	72,72727273		
ID0199000004105	6963	7	938,1428571	6567	2	2	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	12,8	12	93,75		
ID0199000004105	6964	5	586,7341398	2933,670699	2	2	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	9,1	5,3	92,85714286		
ID0199000004105	6965	2	475	950	2	2	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	3,6	1,7	80		
ID0199000004105	6966	3	622,3333333	1867	2	2	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	5,5	3,4	80		
ID0199000004105	6967	2	437,5	875	2	2	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Wnętrze	2	3,6	1,6	81,81818182		
ID0199000004105	6968	7	434,5714286	3042	2	2	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Komputery	2	12,8	5,5	90,90909091		
ID0199000004105	6970	14	674,5400666	9443,560932	2	2	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	25,5	17,2	100		
ID0199000004105	6971	8	730,375	5843	2	2	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	14,6	10,6	100		
ID0199000004105	6972	8	448,625	3589	2	2	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	14,6	6,5	72,72727273		
ID0199000004105	6974	1	450	450	2	2	skobie	kobiece poradniki/hobbystyczne	edytorial	Full Page	Kosmetyki	2	1,8	0,8	81,81818182		
ID0199000004105	6975	1	686	686	2	2	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	1,8	1,3	90		
ID0199000004105	6977	1	1248	1248	2	2	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	1,8	2,3	100		
ID0199000004105	8374	1	827	827	2	2	skobie	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Obuwie i odzież	2	1,8	1,5	75		
ID0199000004105	6985	1	675	675	2	2	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	1,8	1,2	28,57142857		
ID0199000004105	6995	1	472	472	2	2	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	1,8	0,9	71,42857143		
ID0199000004105	6996	1	563	563	2	2	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Wnętrze	2	1,8	1	44,44444444		
ID0199000004105	7012	1	764	764	2	2	skobie	kobiece poradniki/hobbystyczne	edytorial	Full Page	Zdrowie	2	1,8	1,4	100		
ID0199000004105	7013	2	538,5	1077	2	2	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Obuwie i odzież	2	3,6	2	100		
ID0199000004110	6963	1	727	727	1	4	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	1,8	1,3	93,75		
ID0199000004110	6970	1	312	312	1	4	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	1,8	0,6	100		
ID0199000004110	6971	1	740	740	1	4	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	1,8	1,3	100		
ID0199000004110	6973	1	343	343	1	4	skobie	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Non profit	2	1,8	0,6	80		
ID0199000004110	6977	1	1519,560932	1519,560932	1	4	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	1,8	2,8	100		
ID0199000004110	6982	5	449,2	2246	1	4	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kultura i rozrywka	2	9,1	4,1	77,77777778		
ID0199000004110	6989	1	424	424	1	4	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	1,8	0,8	71,42857143		
ID0199000004110	6991	1	1872	1872	1	4	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	1,8	3,4	42,85714286		
ID0199000004110	6992	5	739,2	3696	1	4	skobie	kobiece poradniki/hobbystyczne	edytorial	Full Page	Zdrowie	2	9,1	6,7	71,42857143		
ID0199000004110	7001	1	413	413	1	4	skobie	kobiece poradniki/hobbystyczne	edytorial	Full Page	Żywność	2	1,8	0,8	83,33333333		
ID0199000004110	7002	1	404	404	1	4	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	2	1,8	0,7	66,66666667		
ID0199000004110	7007	1	390	390	1	4	skobie	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Zdrowie	2	1,8	0,7	16,66666667		
ID0199000004110	7008	1	1139	1139	1	4	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Kultura i rozrywka	2	1,8	2,1	66,66666667		
ID0199000004110	7013	13	562,5384615	7313	1	4	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Obuwie i odzież	2	23,7	13,3	100		
ID0199000004117	6963	7	479,8571429	3359	1	2	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	12,8	6,1	93,75		
ID0199000004117	6964	2	606	1212	1	2	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	3,6	2,2	92,85714286		
ID0199000004117	6965	6	498,6666667	2992	1	2	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	10,9	5,5	80		
ID0199000004117	6966	1	566	566	1	2	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	1,8	1	80		
ID0199000004117	6967	2	542,5	1085	1	2	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Wnętrze	2	3,6	2	81,81818182		
ID0199000004117	6968	17	550,5882353	9360	1	2	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Komputery	2	31	17,1	90,90909091		
ID0199000004117	6969	1	300	300	1	2	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Kultura i rozrywka	2	1,8	0,5	75		
ID0199000004117	6970	11	666,9090909	7336	1	2	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	20	13,4	100		
ID0199000004117	6971	11	606,5454545	6672	1	2	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	20	12,2	100		
ID0199000004117	6973	1	398	398	1	2	skobie	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Non profit	2	1,8	0,7	80		
ID0199000004117	6974	14	621,3571429	8699	1	2	skobie	kobiece poradniki/hobbystyczne	edytorial	Full Page	Kosmetyki	2	25,5	15,9	81,81818182		
ID0199000004117	6975	2	505,5	1011	1	2	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	3,6	1,8	90		
ID0199000004117	6977	3	648	1944	1	2	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	5,5	3,5	100		
ID0199000004117	6978	2	410	820	1	2	skobie	kobiece poradniki/hobbystyczne	edytorial	1/2 Page	Zdrowie	2	3,6	1,5	62,5		
ID0199000004117	6982	9	442,7777778	3985	1	2	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kultura i rozrywka	2	16,4	7,3	77,77777778		
ID0199000004117	6984	2	387,5	775	1	2	skobie	kobiece poradniki/hobbystyczne	edytorial	Mniejszy format	Fauna i flora	2	3,6	1,4	87,5		
ID0199000004117	8374	3	899,2601554	2697,780466	1	2	skobie	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Obuwie i odzież	2	5,5	4,9	75		
ID0199000004117	6980	1	609	609	1	2	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Kultura i rozrywka	2	1,8	1,1	33,33333333		
ID0199000004117	8377	1	380	380	1	2	skobie	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Kultura i rozrywka	2	1,8	0,7	75		
ID0199000004117	6992	4	737,4451165	2949,780466	1	2	skobie	kobiece poradniki/hobbystyczne	edytorial	Full Page	Zdrowie	2	7,3	5,4	71,42857143		
ID0199000004117	6993	2	721	1442	1	2	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	3,6	2,6	66,66666667		
ID0199000004117	7004	1	310	310	1	2	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	1,8	0,6	62,5		
ID0199000004138	6963	1	390	390	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	1,8	0,7	93,75		
ID0199000004138	6964	2	479,5	959	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	3,6	1,7	92,85714286		
ID0199000004138	6966	1	346	346	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Żywność	2	1,8	0,6	80		
ID0199000004138	6967	16	691,1875	11059	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Wnętrze	2	29,2	20,2	81,81818182		
ID0199000004138	6968	15	569,7853644	8546,780466	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Komputery	2	27,3	15,6	90,90909091		
ID0199000004138	6969	5	559,4	2797	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Kultura i rozrywka	2	9,1	5,1	75		
ID0199000004138	6970	10	692	6920	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	18,2	12,6	100		
ID0199000004138	6971	7	709,7142857	4968	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Double Page	Obuwie i odzież	2	12,8	9,1	100		
ID0199000004138	6973	1	1519,560932	1519,560932	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Non profit	2	1,8	2,8	80		
ID0199000004138	6975	1	321	321	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Zdrowie	2	1,8	0,6	90		
ID0199000004138	6976	1	375	375	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Zdrowie	2	1,8	0,7	11,11111111		
ID0199000004138	6977	3	947,6666667	2843	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kosmetyki	2	5,5	5,2	100		
ID0199000004138	6978	1	375	375	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	1/2 Page	Zdrowie	2	1,8	0,7	62,5		
ID0199000004138	6982	2	428	856	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Kultura i rozrywka	2	3,6	1,6	77,77777778		
ID0199000004138	8374	1	368	368	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Mniejszy format	Obuwie i odzież	2	1,8	0,7	75		
ID0199000004138	6992	1	311	311	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Full Page	Zdrowie	2	1,8	0,6	71,42857143		
ID0199000004138	6996	1	399	399	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Wnętrze	2	1,8	0,7	44,44444444		
ID0199000004138	6999	1	323	323	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Żywność	2	1,8	0,6	33,33333333		
ID0199000004138	7000	1	356	356	2	3	skobie	kobiece poradniki/hobbystyczne	normal	Full Page	Sieci handlowe	2	1,8	0,6	50		
ID0199000004138	7001	1	677	677	2	3	skobie	kobiece poradniki/hobbystyczne	edytorial	Full Page	Żywność	2	1,8	1,2	83,33333333		
ID0199000004138	7008	5	530,8	2654	2	3	skobie	kobiece poradniki/hobbystyczne	normal	1/2 Page	Kultura i rozrywka	2	9,1	4,8	66,66666667		
